연도,명절구분,순번,자원명,관리기관구분,기관명,주소,상세주소,경도,위도,주차장유형,주차면수,휴일_1_개방일,휴일_1_개방시간,휴일_2_개방일,휴일_2_개방시간,휴일_3_개방일,휴일_3_개방시간,휴일_4_개방일,휴일_4_개방시간,휴일_5_개방일,휴일_5_개방시간,요금정책,참고사항
2026,설,19,노음초등학교 주차장,공공기관,경상북도교육청 경상북도울진교육지원청 노음초등학교,경북 울진군 근남면 노음6길 22,운동장서편 발명교육센터앞,129.3916661,36.95873936,노상,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,21,대구경북첨단의료산업진흥재단 지상주차장,공공기관,대구경북첨단의료산업진흥재단,대구 동구 동내동 1120,,128.7369325,35.87834745,노상,73,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,22,한전원자력연료 정문 주차장,공공기관,한전원자력연료(주),대전 유성구 송강동 산 10-13,,127.3780115,36.42769175,노외,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,30,울산남부초등학교 체육관 주차장,공공기관,울산광역시교육청 울산광역시강남교육지원청 울산남부초등학교,울산광역시 남구 야음로 11,,129.3222533,35.52278784,부설.부속,51,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,운동장 주차 불가
2026,설,31,삼성중학교 주차장,공공기관,경상북도교육청 경상북도의성교육지원청 삼성중학교,경상북도 의성군 단북면 도안로 2133,교문출입후 왼쪽 주차장,128.4279097,36.38828078,부설.부속,15,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,교문 진입로 왼쪽편 주차장 시설 되어 있음
2026,설,32,신정중학교 주차장,공공기관,울산광역시교육청 울산광역시강남교육지원청 신정중학교,울산 남구 옥동 163-6,운동장 옆 및 본관 뒤편,129.2907235,35.54134035,노상,55,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,00:00~18:00,무료,
2026,설,34,한국잡월드 주차장,공공기관,한국잡월드,경기 성남시 분당구 정자동 4-6,,127.1068652,37.3776738,노외,638,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,지상주차장-541면 실내주차장-97면
2026,설,35,옥서초등학교 체육관 아래,공공기관,울산광역시교육청 울산광역시강남교육지원청 옥서초등학교,울산 남구 법대로14번길 19 (옥동),,129.2849283,35.5374943,부설.부속,27,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,차내 연락처 비치장기주차 불가시설물 파손시 본인 부담본관쪽으로 진입금지연휴기간 연락처: 052-258-4060
2026,설,36,풍북초등학교,공공기관,경상북도교육청 경상북도안동교육지원청 풍북초등학교,경북 안동시 풍산읍 괴정2길 21-14,,128.5342473,36.59776772,노상,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,평일은 학습시간이후 개방공휴일 무료개방
2026,설,38,장애인기업종합지원센터 1층 주차장,공공기관,(재)장애인기업종합지원센터,서울 영등포구 버드나루로14길 25 (당산동),,126.9098013,37.52690176,노상,5,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,장애인기업이 입주하여 이용하고 있는 건물입니다 명절 기간에도 다소 주차장이 복잡할 수 있습니다
2026,설,44,대구광역시교육연수원 지하주차장,공공기관,대구광역시교육청 대구광역시교육연수원,대구 달서구 당산로 121 (감삼동),,128.5441869,35.84818067,부설.부속,128,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,야간과 주말 및 공휴일은 무료 개방
2026,설,45,풍산초등학교 ,공공기관,경상북도교육청 경상북도안동교육지원청 풍산초등학교,경상북도 안동시 풍산읍 하리들길 32,,128.5748412,36.57651678,노상,22,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,49,문수중학교 옥외주차장,교육청,울산광역시교육청 울산광역시강남교육지원청 문수중학교,울산 남구 옥현로 6 (무거동),,129.2572996,35.53837124,노외,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,00:00~07:00,무료,-개방 주차장 노상주차장 20면 한정-연휴 마지막날 주차시간 엄수 
2026,설,50,주산초등학교,교육청,전라북도교육청 전라북도부안교육지원청 주산초등학교,전북특별자치도 부안군 주산면 주산초교길 86-11,,126.7149532,35.66629012,노외,17,2026-02-14,09:00~16:30,2026-02-15,09:00~16:30,2026-02-16,09:00~16:30,2026-02-17,09:00~16:30,2026-02-18,09:00~16:30,무료,
2026,설,53,무장초등학교 주차장,교육청,전북특별자치도교육청 전북특별자치도고창교육지원청 무장초등학교,전북특별자치도 고창군 무장면 무장초등길 24,,126.5644772,35.41440195,노상,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,54,본관동 및 기숙사 주차장,공공기관,전북특별자치도교육청 만경고등학교,전북특별자치도 김제시 만경읍 능제로 29,만경고등학교 본관 후면,126.8181143,35.84995689,기타,15,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,55,호계중학교 노외주차장,공공기관,울산광역시교육청 울산광역시강북교육지원청 호계중학교,울산 북구 매곡동 908-9,,129.358922,35.63468444,노외,40,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,56,전주팔복초등학교 주차장,교육청,전라북도교육청 전라북도전주교육지원청 전주팔복초등학교,전북특별자치도 전주시 덕진구 팔과정로 181 (여의동2가),,127.0945645,35.86373334,노상,25,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,57,덕과초등학교 주차장,공공기관,전북특별자치도교육청 전북특별자치도남원교육지원청 덕과초등학교,전북특별자치도 남원시 덕과면 덕오로 298,,127.3537633,35.51421746,노상,13,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,58,대구광역시립달성도서관,공공기관,대구광역시교육청 대구광역시립달성도서관,대구 달성군 현풍읍 현풍동로19길 26,,128.4477717,35.69852189,노상,5,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,장기주차 불가 장애인전용-1면
2026,설,59,영가초등학교 주차장,공공기관,경상북도교육청 경상북도안동교육지원청 영가초등학교,경상북도 안동시 서경지8길 2,정문입구 및 체육관 앞,128.7160186,36.56304348,부설.부속,38,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,60,호계중학교 부설주차장,공공기관,울산광역시교육청 울산광역시강북교육지원청 호계중학교,울산광역시 북구 당수골5길 30,,129.3579047,35.63415248,부설.부속,12,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,61,포은초등학교 본관 뒷편 주차장,공공기관,경상북도교육청 경상북도영천교육지원청 포은초등학교,경북 영천시 망정4길 72 (야사동),,128.9511946,35.98017922,노상,109,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,63,군산학생교육문화관 주차장,공공기관,전북특별자치도교육청 전북특별자치도교육청군산학생교육문화관,전북특별자치도 군산시 조촌4길 46,,126.7362387,35.97072952,노상,92,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,64,이리영등초등학교 주차장,공공기관,전북특별자치도교육청 전북특별자치도익산교육지원청 이리영등초등학교,전북특별자치도 익산시 동서로41길 37,,126.9724774,35.95346911,부설.부속,27,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,후관동 옆 창고 앞의 공간 포함
2026,설,67,대구교육대학교안동부설초등학교 운동장 주차장,공공기관,대구교육대학교 안동부설초등학교,경북 안동시 단원로 222 (명륜동),,128.7287415,36.56983178,부설.부속,24,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,공휴일 무료개방
2026,설,68,인계초등학교주차장,교육청,전북특별자치도교육청 전북특별자치도순창교육지원청 인계초등학교,전북특별자치도 순창군 인계면 인성로 162-7,,127.1590075,35.41430812,노상,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,69,천상중학교,공공기관,울산광역시교육청 울산광역시강남교육지원청 천상중학교,울산 울주군 범서읍 천상중앙길 161,,129.2208566,35.56021989,부설.부속,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,70,국가데이터처 동남지방데이터청 통영사무소,중앙행정기관,국가데이터처 동남지방통계청 통영사무소,경남 통영시 용남면 용남해안로 355,,128.4508542,34.86805697,부설.부속,15,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,- 장애인전용 주차공간 1면- 일반 주차공간 32면- 전기차 충전용 주차공간 3면
2026,설,74,경북고등학교,공공기관,대구광역시교육청 경북고등학교,대구 수성구 청호로 300 (황금동),국립대구박물관 맞은편,128.6394321,35.84501483,부설.부속,30,2026-02-14,06:30~23:00,2026-02-15,06:30~23:00,2026-02-16,06:30~23:00,2026-02-17,06:30~23:00,2026-02-18,06:30~23:00,무료,개방시간 외 출입구 차단
2026,설,78,진성중학교,교육청,경상북도교육청 경상북도청송교육지원청 진성중학교,경상북도 청송군 진보면 못안길 33,,129.0339463,36.53294966,부설.부속,24,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,건물개축공사로 위험할수 있어 미개방
2026,설,80,옥산초등학교,공공기관,울산광역시교육청 울산광역시강남교육지원청 옥산초등학교,울산광역시 남구 옥현로60번길 7,옥산초등학교 처음채 앞 주차장,129.2627253,35.54149301,부설.부속,20,2026-02-14,09:00~21:30,2026-02-15,09:00~21:30,2026-02-16,09:00~21:30,2026-02-17,09:00~21:30,2026-02-18,09:00~21:30,무료,장애인 주차구역 1대
2026,설,85,무풍중학교,공공기관,전북특별자치도교육청 전북특별자치도무주교육지원청 무풍중학교,전북특별자치도 무주군 무풍면 대덕산로 914,,127.8467929,35.96766206,노상,26,2026-02-14,09:00~18:00,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,무풍중고 통합학교로 주차시설 공간이 동일함
2026,설,86,계남중학교 주자창,공공기관,전북특별자치도교육청 전북특별자치도장수교육지원청 계남중학교,전북특별자치도 장수군 계남면 계남중길 52,본관 옆뒤,127.5714729,35.70436841,노상,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,87,강원특별자치도 제2청사 환동해관 주차장,지방자치단체,강원특별자치도 글로벌본부 해양수산국 수산정책과,강원특별자치도 강릉시 주문진읍 주문로 14,,128.8255879,37.88497509,부설.부속,73,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,88,무풍고등학교,공공기관,전북특별자치도교육청 무풍고등학교,전북특별자치도 무주군 무풍면 대덕산로 914,,127.846444,35.96675899,노상,26,2026-02-14,09:00~18:00,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,무풍중고등학교 통합학교로 중고 주차개방 공간이 동일합니다
2026,설,89,월성초등학교,공공기관,전라북도교육청 전라북도김제교육지원청 월성초등학교,전북특별자치도 김제시 봉황로 1020 (월성동),,126.9099044,35.75979101,노상,15,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,91,전주효자초등학교 주차장,지방자치단체,전북특별자치도교육청 전북특별자치도전주교육지원청 전주효자초등학교,전북특별자치도 전주시 완산구 효자동1가 567,,127.1224056,35.80248627,부설.부속,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,평일엔 18:00-07:00개방 휴일엔 종일개방
2026,설,93,동도중학교,공공기관,대구광역시교육청 대구광역시동부교육지원청 동도중학교,대구 수성구 청호로 350 (범어동),,128.6396935,35.84934935,노상,27,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,○ 주차장 사용 시 유의사항 안내  - 학교기관내 안전운행 및 불필요한 장애물 설치 금지  - 시설물을 파손 훼손하였을 경우 당사자가 원상복구 또는 손해배상하여야 함  - 차량 훼손 도난 등에 따른 민·형사상 책임은 이용자에게 있음  - 긴급사태 대비와 차량보호 등을 위해 차량 앞면 유리창에 연락처 비치  - 지정된 주차구역 외 주차금지  - 학교기관내 흡연 및 쓰레기 무단투기 금지  - 기타 이용 시 유의사항안전에 지장이 없도록 개방 종료시간 이전까지 출차 등
2026,설,94,문수고등학교체육관지하주차장,공공기관,울산광역시교육청 문수고등학교,울산광역시 남구 울밀로 2905,,129.265287,35.55554441,부설.부속,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,00:00~24:00,무료,
2026,설,95,옥현중학교 체육관주차장  동편  후문 주차장,교육청,울산광역시교육청 울산광역시강남교육지원청 옥현중학교,울산광역시 남구 문수로75번길 18,,129.2625209,35.53951674,노상,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,96,신천초등학교 체육관주차장,공공기관,울산광역시교육청 울산광역시강북교육지원청 신천초등학교,울산 북구 호계로 349-7 (신천동),후문,129.3470031,35.63376558,부설.부속,34,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,97,대구태현초등학교,공공기관,대구광역시교육청 대구광역시서부교육지원청 대구태현초등학교,대구 북구 태전로 95 (태전동),,128.5407721,35.92818607,부설.부속,65,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,미개방,2026-02-17,미개방,2026-02-18,미개방,무료,학교 공사로 인한 연휴기간 미개방
2026,설,98,강원특별자치도 동물위생시험소 주차장,지방자치단체,강원특별자치도 동물위생시험소,강원특별자치도 춘천시 신북읍 신북로 386,,127.7443304,37.95838045,부설.부속,37,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,100,강원특별자치도 여성가족연구원 주차장,지방자치단체,강원특별자치도 여성가족연구원,강원특별자치도 춘천시 외솔길 25,,127.7509719,37.85706307,부설.부속,69,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,102,강원특별자치도청 주차장,지방자치단체,강원특별자치도,강원특별자치도 춘천시 중앙로 1,,127.730645,37.88484503,부설.부속,847,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,104,강원특별자치도 보건환경연구원 주차장,지방자치단체,강원특별자치도 보건환경연구원,강원특별자치도 춘천시 신북읍 신북로 386-1,,127.7450425,37.9584773,부설.부속,81,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,106,한국해양마이스터고등학교,공공기관,경상북도교육청 한국해양마이스터고등학교,경북 포항시 북구 여남포길21번길 18 (여남동),본관동 앞,129.4061962,36.07418637,부설.부속,57,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,본관동앞 주차장만 이용가능하며 교내공사에 따른 안전유의
2026,설,115,진안제일고등학교 노외주차장,공공기관,전북특별자치도교육청 진안제일고등학교,전북특별자치도 진안군 진안읍 대광3길 25-5,진안제일고등학교 교내,127.421496,35.78683761,노외,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,장애인 주차장 포함
2026,설,116,문현고등학교 운동장 옆 노면주차장,교육청,울산광역시교육청 문현고등학교,울산 동구 화잠7길 25 (방어동),,129.4091804,35.48239565,부설.부속,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,00:00~19:00,무료,주차로 인하여 발생하는 사고는 학교에서 책임지지 않습니
2026,설,117,덕신초등학교 주차장,공공기관,울산광역시교육청 울산광역시강남교육지원청 덕신초등학교,울산광역시 울주군 온산읍 서영남1길 27,,129.3052585,35.43730944,부설.부속,15,2026-02-14,08:00~18:00,2026-02-15,08:00~18:00,2026-02-16,08:00~18:00,2026-02-17,08:00~18:00,2026-02-18,08:00~18:00,무료,
2026,설,122,대구상원고등학교,공공기관,대구광역시교육청 대구상원고등학교,대구 달서구 월배로 241 (상인동),,128.5394052,35.82168481,노상,75,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,연휴기간 연락처: 053-231-6050
2026,설,123,동로초등학교주차장,공공기관,경상북도교육청 경상북도문경교육지원청 동로초등학교,경상북도 문경시 동로면 노은2길 4,,128.315211,36.77147165,노외,13,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,124,대구신천초등학교,교육청,대구광역시교육청 대구광역시동부교육지원청 대구신천초등학교,대구 동구 송라로6길 5 (신천동),,128.6210089,35.871656,노상,32,2026-02-14,08:00~17:00,2026-02-15,08:00~17:00,2026-02-16,미개방,2026-02-17,미개방,2026-02-18,미개방,무료,
2026,설,125,일월초등학교 교직원 주차장,공공기관,경상북도교육청 경상북도영양교육지원청 일월초등학교,경상북도 영양군 일월면 영양로 2410,,129.1270445,36.7011559,노상,3,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,132,지명중학교,공공기관,전라남도교육청 전라남도신안교육지원청 지명중학교,전남 신안군 지도읍 원광정길 18,,126.2139863,35.06113938,노상,20,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,연립관사 주차장 및 체육관 뒷편 주창을 이용하시기 바랍니다
2026,설,136,무거초 주차장,공공기관,울산광역시교육청 울산광역시강남교육지원청 무거초등학교,울산광역시 울주군 범서읍 장검1길 46,,129.2527697,35.55212069,노상,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,140,대구용계초등학교,교육청,대구광역시교육청 대구광역시달성교육지원청 대구용계초등학교,대구광역시 달성군 가창면 가창로221길 1,대구용계초등학교 주차장,128.6221151,35.80449604,부설.부속,30,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,09:00~15:00,2026-02-17,09:00~15:00,2026-02-18,09:00~15:00,무료,
2026,설,141,김제북초등학교 주차장 1,공공기관,전북특별자치도교육청 전북특별자치도김제교육지원청 김제북초등학교,전북특별자치도 김제시 콩쥐팥쥐로 306-56,,126.9346498,35.8142247,기타,14,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,정문으로 들어와서 왼쪽 끝
2026,설,142,김제북초등학교 주차장 2,공공기관,전북특별자치도교육청 전북특별자치도김제교육지원청 김제북초등학교,전북특별자치도 김제시 콩쥐팥쥐로 306-56,,126.9343363,35.81542546,기타,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,후문 입구 앞
2026,설,143,두광중학교,공공기관,울산광역시교육청 울산광역시강남교육지원청 두광중학교,울산 울주군 두서면 반구대로 1930-5,,129.1689005,35.65521447,기타,22,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,당직실 052-264-6012
2026,설,144,경운중학교,공공기관,대구광역시교육청 대구광역시서부교육지원청 경운중학교,대구광역시 서구 서대구로3길 32,정문 주차장,128.5536943,35.85911323,노상,18,2026-02-14,08:30~17:30,2026-02-15,08:30~17:30,2026-02-16,08:30~17:30,2026-02-17,08:30~17:30,2026-02-18,08:30~17:30,무료,
2026,설,166,운암중학교,공공기관,대구광역시교육청 대구광역시서부교육지원청 운암중학교,대구 북구 구암로49길 9 (구암동),,128.5655393,35.93282391,노상,30,2026-02-14,09:00~17:00,2026-02-15,09:00~17:00,2026-02-16,09:00~17:00,2026-02-17,09:00~17:00,2026-02-18,09:00~17:00,무료,평일 주차장 미개방
2026,설,174,한국한방고주차장,공공기관,전북특별자치도교육청 한국한방고등학교,전북특별자치도 진안군 진안읍 임진로 2765,한국한방고등학교 정문,127.3771951,35.77024832,노상,21,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,일반 21장애인 1
2026,설,176,군산중앙고등학교 주차장,공공기관,전북특별자치도교육청 군산중앙고등학교,전북특별자치도 군산시 성산면 군장대길 13,군산중앙고등학교 본관동 앞 ,126.7849482,36.00194603,노외,38,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,177,군산제일중학교 주차장,공공기관,전북특별자치도교육청 전북특별자치도군산교육지원청 군산제일중학교,전북특별자치도 군산시 경기장로 142,,126.7483438,35.97302663,노상,40,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,178,원광고등학교,공공기관,전북특별자치도교육청 원광고등학교,전북특별자치도 익산시 무왕로31길 139 (부송동),운동장 옆,127.0022814,35.97323074,노상,23,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,179,영원초등학교,공공기관,전북특별자치도교육청 전북특별자치도정읍교육지원청 영원초등학교,전북특별자치도 정읍시 영원면 영원로 1087,,126.7836337,35.65506343,부설.부속,12,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,180,김제중앙중학교,공공기관,전북특별자치도교육청 전북특별자치도김제교육지원청 김제중앙중학교,전북특별자치도 김제시 남북9길 52,,126.8873636,35.79448809,노상,29,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,평일 개방 시간: 17:30-익일 07:30토요일 일요일 등 휴일: 종일 개방
2026,설,181,대평중학교,공공기관,대구광역시교육청 대구광역시서부교육지원청 대평중학교,대구 서구 통학로 217 (평리동),,128.5623308,35.88026893,노상,30,2026-02-14,08:30~17:30,2026-02-15,08:30~17:30,2026-02-16,08:30~17:30,2026-02-17,08:30~17:30,2026-02-18,08:30~17:30,무료,당직경비원 근무시간에 한해 개방
2026,설,183,신일중학교,공공기관,울산광역시교육청 울산광역시강남교육지원청 신일중학교,울산 남구 두왕로 278 (신정동),신일중학교 주차장,129.3110505,35.52803935,노상,35,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,187,대구현풍초등학교,공공기관,대구광역시교육청 대구광역시달성교육지원청 대구현풍초등학교,대구 달성군 현풍읍 비슬로134길 167-6,,128.4489959,35.69809567,부설.부속,30,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,
2026,설,188,임고초등학교 주차장,교육청,경상북도교육청 경상북도영천교육지원청 임고초등학교,경상북도 영천시 임고면 포은로 491-2,본관건물 뒤,128.9734346,36.02173101,노상,28,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,주차장 입구가 협소하니 입출차시 주의 바랍니다
2026,설,190,대구한샘초등학교,교육청,대구광역시교육청 대구광역시남부교육지원청 대구한샘초등학교,대구 달서구 대천동 467,본관 앞,128.5183198,35.81670651,부설.부속,37,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,192,나포초등학교 주차장,공공기관,전라북도교육청 전라북도군산교육지원청 나포초등학교,전북특별자치도 군산시 나포면 교동1길 23,,126.8336362,36.03044977,노상,25,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,193,완산중학교 주차장,교육청,전북특별자치도교육청 전북특별자치도전주교육지원청 전주완산중학교,전북특별자치도 전주시 완산구 덕적골1길 60,완산중학교 교내,127.1381123,35.79252832,노상,35,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,194,군산아리울초등학교 주차장,공공기관,전북특별자치도교육청 전북특별자치도군산교육지원청 군산아리울초등학교,전북특별자치도 군산시 수송동 830-2,,126.7206912,35.96708939,노상,39,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,195,대구칠곡초등학교 주차장,공공기관,대구광역시교육청 대구광역시서부교육지원청 대구칠곡초등학교,대구 북구 칠곡중앙대로110길 5 (읍내동),,128.5518734,35.94502989,노상,47,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,평일 무료 주차 개방 시간 : 오후 5시 부터 익일 오전 8시까지
2026,설,196,해리고등학교 주차장,공공기관,전북특별자치도교육청 해리고등학교,전북특별자치도 고창군 해리면 해리중앙로 146,해리고등학교 안,126.537339,35.46558935,기타,28,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,197,대구성남초등학교 주차장,교육청,대구광역시교육청 대구광역시남부교육지원청 대구성남초등학교,대구 달서구 두류동 812-1,서편,128.5716628,35.85304004,부설.부속,49,2026-02-14,08:00~24:00,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,00:00~16:00,무료,
